#Number of Samples: 2
#Total Number of Reads: 639668
#S1	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G1_1/G1_1_1_G1_1_2_bracken_genuses.kraken2_report
#S2	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G2_1/G2_1_1_G2_1_2_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	S1_all	S1_lvl	S2_all	S2_lvl	lvl_type	taxid	name
0.0009	6	6	6	6	0	0	G	43950	            uncultured
0.0005	3	3	3	3	0	0	G	43945	            Prevotellaceae NK3B31 group
0.0427	273	0	190	0	83	0	F	43930	          Paludibacteraceae
0.0236	151	151	119	119	32	32	G	43934	            Paludibacter
0.0178	114	114	65	65	49	49	G	43935	            uncultured
0.0008	5	5	4	4	1	1	G	43933	            Microbacter
0.0002	1	1	1	1	0	0	G	43931	            F0058
0.0383	245	0	169	0	76	0	F	43912	          Marinilabiliaceae
0.0274	175	175	128	128	47	47	G	43925	            uncultured
0.0023	15	15	10	10	5	5	G	43919	            Mangroviflexus
0.0017	11	11	4	4	7	7	G	43915	            Anaerophaga
0.0014	9	9	6	6	3	3	G	43918	            Labilibacter
0.0014	9	9	6	6	3	3	G	43920	            Marinilabilia
0.0013	8	8	3	3	5	5	G	43916	            Carboxylicivirga
0.0011	7	7	4	4	3	3	G	43913	            Alkaliflexus
0.0006	4	4	4	4	0	0	G	43921	            Ruminofilibacter
0.0328	210	0	149	0	61	0	F	43951	          Prolixibacteraceae
0.0120	77	77	60	60	17	17	G	43952	            BSV13
0.0075	48	48	39	39	9	9	G	43962	            uncultured
0.0064	41	41	19	19	22	22	G	43961	            WCHB1-32
0.0030	19	19	13	13	6	6	G	43955	            Mariniphaga
0.0011	7	7	7	7	0	0	G	43959	            Sunxiuqinia
0.0008	5	5	5	5	0	0	G	43956	            Meniscus
0.0005	3	3	1	1	2	2	G	43953	            Draconibacterium
0.0005	3	3	1	1	2	2	G	43958	            Roseimarinus
0.0125	80	0	67	0	13	0	F	43937	          Porphyromonadaceae
0.0125	80	80	67	67	13	13	G	43939	            Porphyromonas
0.0120	77	0	48	0	29	0	F	43991	          Williamwhitmaniaceae
0.0055	35	35	25	25	10	10	G	43994	            Blvii28 wastewater-sludge group
0.0036	23	23	14	14	9	9	G	43996	            Williamwhitmania
0.0014	9	9	3	3	6	6	G	43993	            BCf9-17 termite group
0.0008	5	5	2	2	3	3	G	43997	            uncultured
0.0003	2	2	2	2	0	0	G	43995	            Rs-D38 termite group
0.0061	39	0	0	0	39	0	F	43927	          Muribaculaceae
0.0061	39	39	0	0	39	39	G	43929	            Muribaculum
0.0056	36	0	27	0	9	0	F	43979	          Rs-E47 termite group
0.0056	36	36	27	27	9	9	G	43980	            GWE2-42-42
0.0041	26	0	19	0	7	0	F	43882	          Barnesiellaceae
0.0025	16	16	13	13	3	3	G	43884	            Coprobacter
0.0013	8	8	5	5	3	3	G	43885	            uncultured
0.0011	7	0	7	0	0	0	F	43982	          Salinivirgaceae
0.0008	5	5	5	5	0	0	G	43984	            uncultured
0.0002	1	1	1	1	0	0	G	43983	            Salinivirga
0.6791	4344	0	3825	0	519	0	O	44330	        Sphingobacteriales
0.6716	4296	0	3786	0	510	0	F	44348	          Sphingobacteriaceae
0.4219	2699	2699	2625	2625	74	74	G	44351	            Mucilaginibacter
0.1149	735	735	453	453	282	282	G	44360	            Sphingobacterium
0.0899	575	575	564	564	11	11	G	44355	            Pedobacter
0.0274	175	175	126	126	49	49	G	44361	            uncultured
0.0122	78	78	6	6	72	72	G	44354	            Parapedobacter
0.0022	14	14	1	1	13	13	G	44353	            Olivibacter
0.0009	6	6	2	2	4	4	G	44358	            Pseudosphingobacterium
0.0008	5	5	3	3	2	2	G	44357	            Pseudopedobacter
0.0003	2	2	2	2	0	0	G	44356	            Pelobium
0.0002	1	1	1	1	0	0	G	44359	            Solitalea
0.0073	47	0	38	0	9	0	F	44340	          Lentimicrobiaceae
0.0073	47	47	38	38	9	9	G	44341	            Lentimicrobium
0.4238	2711	0	2520	0	191	0	O	44004	        Chitinophagales
0.4080	2610	0	2474	0	136	0	F	44006	          Chitinophagaceae
0.1057	676	676	673	673	3	3	G	44037	            Segetibacter
0.1035	662	662	623	623	39	39	G	44034	            Puia
0.0383	245	245	229	229	16	16	G	44043	            uncultured
0.0302	193	193	183	183	10	10	G	44033	            Pseudoflavitalea
0.0274	175	175	174	174	1	1	G	44014	            Edaphobaculum
0.0206	132	132	132	132	0	0	G	44020	            Flavisolibacter
0.0183	117	117	104	104	13	13	G	44038	            Taibaiella
0.0150	96	96	93	93	3	3	G	44015	            Ferruginibacter
0.0109	70	70	55	55	15	15	G	44010	            Chitinophaga
0.0092	59	59	59	59	0	0	G	44021	            Flavitalea
0.0050	32	32	32	32	0	0	G	44032	            Parasegetibacter
0.0036	23	23	1	1	22	22	G	44028	            Niastella
0.0036	23	23	19	19	4	4	G	44009	            Aurantisolimonas
0.0027	17	17	17	17	0	0	G	44018	            Flaviaesturariibacter
0.0025	16	16	16	16	0	0	G	44039	            Terrimonas
0.0023	15	15	15	15	0	0	G	44035	            Rurimicrobium
0.0017	11	11	7	7	4	4	G	44036	            Sediminibacterium
0.0017	11	11	11	11	0	0	G	44011	            Cnuella
0.0013	8	8	8	8	0	0	G	44016	            Filimonas
0.0006	4	4	2	2	2	2	G	44013	            Dinghuibacter
0.0005	3	3	3	3	0	0	G	44031	            Parasediminibacterium
0.0005	3	3	3	3	0	0	G	44042	            Vibrionimonas
0.0002	1	1	1	1	0	0	G	44027	            Niabella
0.0002	1	1	1	1	0	0	G	44041	            UTBCD1
0.0002	1	1	1	1	0	0	G	44017	            Filobacterium
0.0155	99	0	45	0	54	0	F	44044	          Saprospiraceae
0.0152	97	97	43	43	54	54	G	44055	            uncultured
0.0002	1	1	1	1	0	0	G	44048	            Lewinella
0.0002	1	1	1	1	0	0	G	44049	            Membranicola
0.2697	1725	0	1666	0	59	0	O	44057	        Cytophagales
0.1213	776	0	773	0	3	0	F	44115	          Hymenobacteraceae
0.1176	752	752	749	749	3	3	G	44117	            Hymenobacter
0.0036	23	23	23	23	0	0	G	44116	            Adhaeribacter
0.0685	438	0	404	0	34	0	F	44122	          Microscillaceae
0.0666	426	426	396	396	30	30	G	44130	            uncultured
0.0008	5	5	3	3	2	2	G	44123	            Chryseolinea
0.0006	4	4	3	3	1	1	G	44128	            Ohtaekwangia
0.0002	1	1	1	1	0	0	G	44125	            Flexibacter
0.0644	412	0	403	0	9	0	F	44135	          Spirosomaceae
0.0424	271	271	269	269	2	2	G	44138	            Dyadobacter
0.0177	113	113	113	113	0	0	G	44154	            Spirosoma
0.0011	7	7	4	4	3	3	G	44136	            Arcicella
0.0003	2	2	1	1	1	1	G	44143	            Fluviimonas
0.0003	2	2	2	2	0	0	G	44156	            uncultured
0.0003	2	2	2	2	0	0	G	44140	            Fibrella
0.0003	2	2	2	2	0	0	G	44151	            Rhabdobacter
0.0003	2	2	2	2	0	0	G	44144	            Huanghella
0.0002	1	1	0	0	1	1	G	44139	            Emticicia
0.0002	1	1	0	0	1	1	G	44147	            Leadbetterella
0.0002	1	1	1	1	0	0	G	44146	            Larkinella
0.0002	1	1	1	1	0	0	G	44152	            Rudanella
0.0002	1	1	1	1	0	0	G	44150	            Pseudarcicella
0.0075	48	0	37	0	11	0	F	44068	          Cyclobacteriaceae
0.0031	20	20	13	13	7	7	G	44098	            uncultured
0.0009	6	6	6	6	0	0	G	44095	            Roseivirga
0.0008	5	5	3	3	2	2	G	44087	            Marinoscillum
0.0008	5	5	4	4	1	1	G	44094	            Reichenbachiella
0.0005	3	3	3	3	0	0	G	44069	            Algoriphagus
0.0005	3	3	3	3	0	0	G	44081	            Fulvivirga
0.0003	2	2	2	2	0	0	G	44073	            Catalinimonas
0.0002	1	1	1	1	0	0	G	44088	            Marivirga
0.0039	25	0	25	0	0	0	F	44058	          Amoebophilaceae
0.0033	21	21	21	21	0	0	G	44059	            Candidatus Amoebophilus
0.0006	4	4	4	4	0	0	G	44060	            Candidatus Cardinium
0.0030	19	0	19	0	0	0	F	44099	          Cytophagaceae
0.0014	9	9	9	9	0	0	G	44100	            Cytophaga
0.0008	5	5	5	5	0	0	G	44103	            Sporocytophaga
0.0006	4	4	4	4	0	0	G	44102	            Siphonobacter
0.0003	2	0	2	0	0	0	F	44105	          Flammeovirgaceae
0.0002	1	1	1	1	0	0	G	44107	            Flammeovirga
0.0002	1	1	1	1	0	0	G	44108	            Flexithrix
0.0002	1	0	0	0	1	0	F	44063	          Bernardetiaceae
0.0002	1	1	0	0	1	1	G	44067	            uncultured
0.2492	1594	0	1027	0	567	0	O	44160	        Flavobacteriales
0.2100	1343	0	852	0	491	0	F	44183	          Flavobacteriaceae
0.1122	718	718	421	421	297	297	G	44221	            Flavobacterium
0.0130	83	83	72	72	11	11	G	44185	            Aequorivita
0.0114	73	73	42	42	31	31	G	44291	            Subsaximicrobium
0.0073	47	47	30	30	17	17	G	44222	            Formosa
0.0073	47	47	41	41	6	6	G	44262	            NS5 marine group
0.0066	42	42	26	26	16	16	G	44261	            NS4 marine group
0.0064	41	41	27	27	14	14	G	44193	            Aquibacter
0.0053	34	34	13	13	21	21	G	44258	            Myroides
0.0050	32	32	28	28	4	4	G	44219	            Flavirhabdus
0.0045	29	29	24	24	5	5	G	44277	            Salegentibacter
0.0039	25	25	19	19	6	6	G	44251	            Maritimimonas
0.0036	23	23	23	23	0	0	G	44273	            Psychroflexus
0.0028	18	18	11	11	7	7	G	44304	            uncultured
0.0022	14	14	11	11	3	3	G	44208	            Coenonia
0.0020	13	13	6	6	7	7	G	44204	            Capnocytophaga
0.0020	13	13	12	12	1	1	G	44275	            Robiginitalea
0.0017	11	11	5	5	6	6	G	44290	            Subsaxibacter
0.0016	10	10	4	4	6	6	G	44268	            Polaribacter
0.0014	9	9	0	0	9	9	G	44202	            Aureivirga
0.0013	8	8	8	8	0	0	G	44227	            Gelidibacter
0.0009	6	6	6	6	0	0	G	44298	            Winogradskyella
0.0008	5	5	0	0	5	5	G	44189	            Algibacter
0.0005	3	3	0	0	3	3	G	44274	            Psychroserpens
0.0005	3	3	2	2	1	1	G	44196	            Arenibacter
0.0003	2	2	0	0	2	2	G	44302	            Zobellia
0.0003	2	2	1	1	1	1	G	44294	            Tenacibaculum
0.0003	2	2	2	2	0	0	G	44260	            NS3a marine group
0.0003	2	2	2	2	0	0	G	44225	            Galbibacter
0.0002	1	1	1	1	0	0	G	44231	            Gramella
0.0002	1	1	1	1	0	0	G	44279	            Sediminibacter
0.0002	1	1	1	1	0	0	G	44278	            Salinimicrobium
0.0002	1	1	1	1	0	0	G	44249	            Maribacter
0.0002	1	1	1	1	0	0	G	44270	            Pricia
0.0236	151	0	111	0	40	0	F	44311	          Weeksellaceae
0.0128	82	82	82	82	0	0	G	44317	            Chryseobacterium
0.0036	23	23	0	0	23	23	G	44322	            Moheibacter
0.0023	15	15	15	15	0	0	G	44318	            Cloacibacterium
0.0020	13	13	13	13	0	0	G	44314	            Bergeyella
0.0013	8	8	0	0	8	8	G	44326	            Weeksella
0.0009	6	6	0	0	6	6	G	44321	            Empedobacter
0.0002	1	1	0	0	1	1	G	44323	            Ornithobacterium
0.0063	40	0	25	0	15	0	F	44167	          Crocinitomicaceae
0.0044	28	28	19	19	9	9	G	44170	            Fluviicola
0.0009	6	6	5	5	1	1	G	44169	            Crocinitomix
0.0006	4	4	0	0	4	4	G	44172	            Salinirepens
0.0061	39	0	23	0	16	0	F	44175	          Cryomorphaceae
0.0034	22	22	12	12	10	10	G	44178	            NS10 marine group
0.0020	13	13	7	7	6	6	G	44182	            uncultured
0.0006	4	4	4	4	0	0	G	44180	            Phaeocystidibacter
0.0027	17	0	13	0	4	0	F	44161	          Blattabacteriaceae
0.0022	14	14	10	10	4	4	G	44164	            Candidatus Sulcia
0.0002	1	1	1	1	0	0	G	44163	            Candidatus Brownia
0.0002	1	1	1	1	0	0	G	44165	            Candidatus Uzinura
0.0002	1	1	1	1	0	0	G	44166	            uncultured
0.0034	22	0	15	0	7	0	C	44402	      Rhodothermia
0.0025	16	0	11	0	5	0	O	44419	        Rhodothermales
0.0025	16	0	11	0	5	0	F	44420	          Rhodothermaceae
0.0020	13	13	8	8	5	5	G	44426	            Salinibacter
0.0003	2	2	2	2	0	0	G	44425	            Rubrivirga
0.0009	6	0	4	0	2	0	O	44403	        Balneolales
0.0009	6	0	4	0	2	0	F	44404	          Balneolaceae
0.0003	2	2	0	0	2	2	G	44418	            uncultured
0.0003	2	2	2	2	0	0	G	44408	            Balneola
0.0002	1	1	1	1	0	0	G	44412	            Gracilimonas
0.0030	19	0	9	0	10	0	C	44366	      Chlorobia
0.0030	19	0	9	0	10	0	O	44367	        Chlorobiales
0.0030	19	0	9	0	10	0	F	44368	          Chlorobiaceae
0.0030	19	19	9	9	10	10	G	44370	            Chlorobium
0.0002	1	0	1	0	0	0	C	44376	      Ignavibacteria
0.0002	1	0	1	0	0	0	O	44377	        Ignavibacteriales
0.0002	1	0	1	0	0	0	F	44380	          Ignavibacteriaceae
0.0002	1	1	1	1	0	0	G	44381	            Ignavibacterium
4.1336	26441	0	10814	0	15627	0	P	46698	    Verrucomicrobiota
4.1074	26274	0	10745	0	15529	0	C	46771	      Verrucomicrobiae
4.0407	25847	0	10434	0	15413	0	O	46812	        Pedosphaerales
4.0407	25847	0	10434	0	15413	0	F	46813	          Pedosphaeraceae
3.0428	19464	19464	7780	7780	11684	11684	G	46817	            DEV114
0.8209	5251	5251	2155	2155	3096	3096	G	46814	            ADurb.Bin063-1
0.0896	573	573	279	279	294	294	G	46826	            uncultured
0.0310	198	198	89	89	109	109	G	46824	            SCGC AAA164-E04
0.0174	111	111	27	27	84	84	G	46822	            Pedosphaera
0.0100	64	64	21	21	43	43	G	46819	            Ellin517
0.0064	41	41	17	17	24	24	G	46816	            DEV008
0.0056	36	36	14	14	22	22	G	46825	            SH3-11
0.0044	28	28	18	18	10	10	G	46818	            Ellin516
0.0041	26	26	11	11	15	15	G	46821	            Oikopleura
0.0034	22	22	8	8	14	14	G	46820	            Limisphaera
0.0033	21	21	10	10	11	11	G	46815	            ADurb.Bin118
0.0406	260	0	199	0	61	0	O	46774	        Chthoniobacterales
0.0355	227	0	179	0	48	0	F	46776	          Chthoniobacteraceae
0.0147	94	94	72	72	22	22	G	46778	            Chthoniobacter
0.0116	74	74	71	71	3	3	G	46779	            LD29
0.0091	58	58	35	35	23	23	G	46777	            Candidatus Udaeobacter
0.0028	18	0	11	0	7	0	F	46780	          Terrimicrobiaceae
0.0027	17	17	10	10	7	7	G	46782	            Terrimicrobium
0.0002	1	1	1	1	0	0	G	46781	            FukuN18 freshwater group
0.0020	13	0	8	0	5	0	F	46783	          Xiphinematobacteraceae
0.0020	13	13	8	8	5	5	G	46784	            Candidatus Xiphinematobacter
0.0164	105	0	75	0	30	0	O	46829	        Verrucomicrobiales
0.0113	72	0	50	0	22	0	F	46833	          Rubritaleaceae
0.0109	70	70	48	48	22	22	G	46836	            Luteolibacter
0.0002	1	1	1	1	0	0	G	46840	            uncultured
0.0039	25	0	20	0	5	0	F	46830	          Akkermansiaceae
0.0039	25	25	20	20	5	5	G	46831	            Akkermansia
0.0013	8	0	5	0	3	0	F	46841	          Verrucomicrobiaceae
0.0006	4	4	3	3	1	1	G	46846	            uncultured
0.0003	2	2	1	1	1	1	G	46843	            Prosthecobacter
0.0003	2	2	1	1	1	1	G	46844	            Roseimicrobium
0.0059	38	0	23	0	15	0	O	46787	        Methylacidiphilales
0.0059	38	0	23	0	15	0	F	46788	          Methylacidiphilaceae
0.0058	37	37	23	23	14	14	G	46790	            uncultured
0.0002	1	1	0	0	1	1	G	46789	            Candidatus Methylacidiphilum
0.0031	20	0	12	0	8	0	O	46791	        Opitutales
0.0022	14	0	9	0	5	0	F	46792	          Opitutaceae
0.0011	7	7	4	4	3	3	G	46798	            Lacunisphaera
0.0005	3	3	3	3	0	0	G	46800	            uncultured
0.0002	1	1	0	0	1	1	G	46799	            Opitutus
0.0002	1	1	1	1	0	0	G	46793	            Alterococcus
0.0009	6	0	3	0	3	0	F	46801	          Puniceicoccaceae
0.0006	4	4	2	2	2	2	G	46806	            MB11C04 marine group
0.0002	1	1	0	0	1	1	G	46808	            Puniceicoccus
0.0002	1	1	1	1	0	0	G	46805	            Lentimonas
0.0202	129	0	45	0	84	0	C	46741	      Lentisphaeria
0.0169	108	0	45	0	63	0	O	46745	        Oligosphaerales
0.0169	108	0	45	0	63	0	F	46747	          Oligosphaeraceae
0.0156	100	100	43	43	57	57	G	46751	            Z20
0.0009	6	6	0	0	6	6	G	46748	            ADurb.Bin063-2
0.0002	1	1	1	1	0	0	G	46749	            Oligosphaera
0.0031	20	0	0	0	20	0	O	46756	        Victivallales
0.0031	20	0	0	0	20	0	F	46763	          Victivallaceae
0.0031	20	20	0	0	20	20	G	46764	            Victivallis
0.0041	26	0	16	0	10	0	C	46699	      Chlamydiae
0.0041	26	0	16	0	10	0	O	46700	        Chlamydiales
0.0025	16	0	8	0	8	0	F	46713	          Parachlamydiaceae
0.0011	7	7	3	3	4	4	G	46718	            Neochlamydia
0.0011	7	7	4	4	3	3	G	46716	            Candidatus Protochlamydia
0.0013	8	0	8	0	0	0	F	46721	          Simkaniaceae
0.0011	7	7	7	7	0	0	G	46724	            Candidatus Rhabdochlamydia
0.0002	1	1	1	1	0	0	G	46727	            uncultured
0.0002	1	0	0	0	1	0	F	46701	          Chlamydiaceae
0.0002	1	1	0	0	1	1	G	46705	            uncultured
0.0014	9	0	7	0	2	0	C	46766	      Omnitrophia
0.0014	9	0	7	0	2	0	O	46767	        Omnitrophales
0.0014	9	0	7	0	2	0	F	46768	          Omnitrophaceae
0.0014	9	9	7	7	2	2	G	46769	            Candidatus Omnitrophus
0.0002	1	0	0	0	1	0	C	46732	      Kiritimatiellae
0.0002	1	0	0	0	1	0	O	46734	        Kiritimatiellales
0.0002	1	0	0	0	1	0	F	46735	          Kiritimatiellaceae
0.0002	1	1	0	0	1	1	G	46738	            R76-B128
2.6121	16709	0	6728	0	9981	0	P	44898	    Desulfobacterota
1.6207	10367	0	3734	0	6633	0	C	45053	      Syntrophia
1.6207	10367	0	3734	0	6633	0	O	45054	        Syntrophales
1.3529	8654	0	3126	0	5528	0	F	45057	          Syntrophaceae
1.3529	8654	8654	3126	3126	5528	5528	G	45058	            Syntrophus
0.2676	1712	0	607	0	1105	0	F	45055	          Smithellaceae
0.2676	1712	1712	607	607	1105	1105	G	45056	            Smithella
0.3611	2310	0	1271	0	1039	0	C	44955	      Desulfobulbia
0.3611	2310	0	1271	0	1039	0	O	44956	        Desulfobulbales
0.3569	2283	0	1252	0	1031	0	F	44957	          Desulfobulbaceae
0.3566	2281	2281	1250	1250	1031	1031	G	44960	            Desulfobulbus
0.0003	2	2	2	2	0	0	G	44961	            uncultured
0.0033	21	0	16	0	5	0	F	44962	          Desulfocapsaceae
0.0014	9	9	7	7	2	2	G	44970	            [Desulfobacterium] catecholicum group
0.0008	5	5	4	4	1	1	G	44969	            SEEP-SRB4
0.0003	2	2	1	1	1	1	G	44971	            uncultured
0.0002	1	1	0	0	1	1	G	44967	            Desulforhopalus
0.0002	1	1	1	1	0	0	G	44963	            Desulfocapsa
0.0002	1	1	1	1	0	0	G	44968	            Desulfotalea
0.0009	6	0	3	0	3	0	F	44972	          Desulfurivibrionaceae
0.0008	5	5	2	2	3	3	G	44973	            Desulfurivibrio
0.0002	1	1	1	1	0	0	G	44974	            MSBL7
0.2536	1622	0	764	0	858	0	C	44985	      Desulfovibrionia
0.2536	1622	0	764	0	858	0	O	44986	        Desulfovibrionales
0.2221	1421	0	654	0	767	0	F	45002	          Desulfovibrionaceae
0.2101	1344	1344	614	614	730	730	G	45006	            Desulfovibrio
0.0100	64	64	30	30	34	34	G	45010	            uncultured
0.0009	6	6	6	6	0	0	G	45009	            Mailhella
0.0005	3	3	0	0	3	3	G	45007	            Halodesulfovibrio
0.0005	3	3	3	3	0	0	G	45003	            Bilophila
0.0270	173	0	94	0	79	0	F	44990	          Desulfomicrobiaceae
0.0270	173	173	94	94	79	79	G	44991	            Desulfomicrobium
0.0038	24	0	13	0	11	0	F	44987	          Desulfohalobiaceae
0.0038	24	24	13	13	11	11	G	44989	            Desulfovermiculus
0.0002	1	0	1	0	0	0	F	44997	          Desulfonauticaceae
0.0002	1	1	1	1	0	0	G	44998	            Desulfonauticus
0.2115	1353	0	586	0	767	0	C	44910	      Desulfobacteria
0.2062	1319	0	561	0	758	0	O	44914	        Desulfobacterales
0.1985	1270	0	531	0	739	0	F	44938	          Desulfosarcinaceae
0.1901	1216	1216	498	498	718	718	G	44953	            uncultured
0.0031	20	20	13	13	7	7	G	44951	            SEEP-SRB1
0.0016	10	10	7	7	3	3	G	44945	            Desulfatitalea
0.0013	8	8	4	4	4	4	G	44952	            Sva0081 sediment group
0.0005	3	3	1	1	2	2	G	44943	            Desulfatibacillum
0.0005	3	3	2	2	1	1	G	44948	            Desulfosarcina
0.0003	2	2	1	1	1	1	G	44949	            Incertae Sedis
0.0003	2	2	1	1	1	1	G	44950	            LCP-80
0.0002	1	1	1	1	0	0	G	44940	            Candidatus Magnetananas
0.0002	1	1	1	1	0	0	G	44944	            Desulfatirhabdium
0.0038	24	0	17	0	7	0	F	44927	          Desulfococcaceae
0.0030	19	19	12	12	7	7	G	44930	            uncultured
0.0008	5	5	5	5	0	0	G	44929	            Desulfonema
0.0023	15	0	8	0	7	0	F	44916	          Desulfobacteraceae
0.0009	6	6	2	2	4	4	G	44919	            Desulfobacterium
0.0005	3	3	1	1	2	2	G	44926	            uncultured
0.0005	3	3	2	2	1	1	G	44918	            Desulfobacter
0.0005	3	3	3	3	0	0	G	44922	            Desulfocella
0.0013	8	0	4	0	4	0	F	44931	          Desulfolunaceae
0.0013	8	8	4	4	4	4	G	44935	            uncultured
0.0053	34	0	25	0	9	0	O	44911	        Desulfatiglandales
0.0053	34	0	25	0	9	0	F	44912	          Desulfatiglandaceae
0.0053	34	34	25	25	9	9	G	44913	            Desulfatiglans
0.0666	426	0	187	0	239	0	C	45060	      Syntrophobacteria
0.0666	426	0	187	0	239	0	O	45061	        Syntrophobacterales
0.0666	426	0	187	0	239	0	F	45062	          Syntrophobacteraceae
0.0638	408	408	176	176	232	232	G	45068	            Syntrophobacter
0.0023	15	15	8	8	7	7	G	45069	            uncultured
0.0003	2	2	2	2	0	0	G	45064	            Desulfoglaeba
0.0002	1	1	1	1	0	0	G	45067	            Desulfovirga
0.0649	415	0	69	0	346	0	C	45073	      Syntrophorhabdia
0.0649	415	0	69	0	346	0	O	45074	        Syntrophorhabdales
0.0649	415	0	69	0	346	0	F	45075	          Syntrophorhabdaceae
0.0649	415	415	69	69	346	346	G	45076	            Syntrophorhabdus
0.0306	196	0	103	0	93	0	C	45011	      Desulfuromonadia
0.0184	118	0	95	0	23	0	O	45022	        Geobacterales
0.0184	118	0	95	0	23	0	F	45023	          Geobacteraceae
0.0084	54	54	52	52	2	2	G	45027	            Trichlorobacter
0.0064	41	41	29	29	12	12	G	45028	            uncultured
0.0033	21	21	13	13	8	8	G	45025	            Geobacter
0.0120	77	0	8	0	69	0	O	50120	        Desulfuromonadales
0.0117	75	0	7	0	68	0	F	50122	          Desulfuromonadaceae
0.0064	41	41	3	3	38	38	G	50124	            Desulfuromonas
0.0052	33	33	3	3	30	30	G	50125	            Trichloromonas
0.0002	1	0	0	0	1	0	F	50137	          Syntrophotaleaceae
0.0002	1	1	0	0	1	1	G	50138	            Syntrophotalea
0.0002	1	0	1	0	0	0	F	50133	          Geothermobacteraceae
0.0002	1	1	1	1	0	0	G	50134	            Geothermobacter
0.0009	6	0	4	0	2	0	C	44906	      Desulfobaccia
0.0009	6	0	4	0	2	0	O	44907	        Desulfobaccales
0.0009	6	0	4	0	2	0	F	44908	          Desulfobaccaceae
0.0009	6	6	4	4	2	2	G	44909	            Desulfobacca
0.0005	3	0	3	0	0	0	C	44981	      Desulfomonilia
0.0005	3	0	3	0	0	0	O	44982	        Desulfomonilales
0.0005	3	0	3	0	0	0	F	44983	          Desulfomonilaceae
0.0005	3	3	3	3	0	0	G	44984	            Desulfomonile
0.0003	2	0	2	0	0	0	C	45044	      Dissulfuribacteria
0.0003	2	0	2	0	0	0	O	45045	        Dissulfuribacterales
0.0003	2	0	2	0	0	0	F	45046	          Dissulfuribacteraceae
0.0002	1	1	1	1	0	0	G	45048	            Dissulfurimicrobium
0.0002	1	1	1	1	0	0	G	45051	            uncultured
1.3580	8687	0	8385	0	302	0	P	43177	    Acidobacteriota
1.3393	8567	0	8300	0	267	0	C	43179	      Acidobacteriae
1.1639	7445	0	7289	0	156	0	O	43182	        Acidobacteriales
1.1622	7434	0	7283	0	151	0	F	43183	          Acidobacteriaceae (Subgroup 1)
0.3991	2553	2553	2521	2521	32	32	G	43193	            Terriglobus
0.3163	2023	2023	2012	2012	11	11	G	43189	            Granulicella
0.2597	1661	1661	1661	1661	0	0	G	43187	            Bryocella
0.1199	767	767	677	677	90	90	G	50004	            Acidipila-Silvibacterium
0.0338	216	216	207	207	9	9	G	43194	            uncultured
0.0152	97	97	96	96	1	1	G	43190	            Occallatibacter
0.0091	58	58	54	54	4	4	G	43188	            Edaphobacter
0.0061	39	39	39	39	0	0	G	43184	            Acidicapsa
0.0014	9	9	8	8	1	1	G	43186	            Acidobacterium
0.0005	3	3	3	3	0	0	G	43191	            Telmatobacter
0.0016	10	0	5	0	5	0	F	43195	          Koribacteraceae
0.0016	10	10	5	5	5	5	G	43196	            Candidatus Koribacter
0.1482	948	0	854	0	94	0	O	43198	        Bryobacterales
0.1482	948	0	854	0	94	0	F	43199	          Bryobacteraceae
0.1482	948	948	854	854	94	94	G	43200	            Bryobacter
0.0227	145	0	132	0	13	0	O	43205	        Solibacterales
0.0227	145	0	132	0	13	0	F	43206	          Solibacteraceae
0.0227	145	145	132	132	13	13	G	43207	            Candidatus Solibacter
0.0041	26	26	24	24	2	2	G	43204	        Paludibaculum
0.0117	75	0	71	0	4	0	C	43215	      Blastocatellia
0.0075	48	0	45	0	3	0	O	43217	        Blastocatellales
0.0075	48	0	45	0	3	0	F	43218	          Blastocatellaceae
0.0039	25	25	25	25	0	0	G	43220	            Blastocatella
0.0016	10	10	9	9	1	1	G	43221	            JGI 0001001-H03
0.0016	10	10	8	8	2	2	G	43225	            uncultured
0.0003	2	2	2	2	0	0	G	43219	            Aridibacter
0.0041	26	0	25	0	1	0	O	43231	        Pyrinomonadales
0.0041	26	0	25	0	1	0	F	43232	          Pyrinomonadaceae
0.0041	26	26	25	25	1	1	G	43234	            RB41
0.0030	19	0	6	0	13	0	C	43237	      Holophagae
0.0028	18	0	6	0	12	0	O	43242	        Holophagales
0.0028	18	0	6	0	12	0	F	43243	          Holophagaceae
0.0027	17	17	5	5	12	12	G	43247	            uncultured
0.0002	1	1	1	1	0	0	G	43245	            Holophaga
0.0002	1	0	0	0	1	0	O	43238	        Acanthopleuribacterales
0.0002	1	0	0	0	1	0	F	43239	          Acanthopleuribacteraceae
0.0002	1	1	0	0	1	1	G	43241	            Thermotomaculum
0.0020	13	0	0	0	13	0	C	43267	      Vicinamibacteria
0.0020	13	0	0	0	13	0	O	43271	        Vicinamibacterales
0.0020	13	0	0	0	13	0	F	43272	          Vicinamibacteraceae
0.0020	13	13	0	0	13	13	G	43274	            Vicinamibacter
0.0016	10	0	7	0	3	0	C	43259	      Thermoanaerobaculia
0.0016	10	0	7	0	3	0	O	43260	        Thermoanaerobaculales
0.0016	10	0	7	0	3	0	F	43261	          Thermoanaerobaculaceae
0.0008	5	5	3	3	2	2	G	43263	            Subgroup 10
0.0003	2	2	2	2	0	0	G	43264	            Subgroup 23
